Exhaust,Supply,Return,Outside
-24.2623,8.5919,21.5442,5.5195
-24.3841,8.2803,21.552,5.1959
-24.4008,8.1307,21.4873,5.0639
-24.4694,7.8117,21.4614,4.8195
-24.5545,7.6733,21.4859,4.7167
-24.4247,7.6338,21.3742,4.6893
-24.5574,7.4756,21.3934,4.5698
-24.4831,7.4454,21.4545,4.5667
-24.5926,7.3275,21.4251,4.5237
-24.6142,7.3275,21.4523,4.4786
-24.6152,7.3373,21.4856,4.5511
-24.5936,7.273,21.5199,4.5696
-24.5906,7.1714,21.486,4.504
-24.6743,7.2044,21.4848,4.5359
-24.6715,7.0565,21.4148,4.3987
-24.7185,6.9238,21.4046,4.3256
-24.7078,6.9198,21.3872,4.3454
-23.9531,6.5492,21.5095,5.4787
-23.3573,7.6115,21.5591,6.8197
-23.0686,8.1493,21.571,7.4693
-22.9605,8.4697,21.6072,7.9118
-22.7089,8.8463,21.6619,8.3053
-22.7986,9.2338,21.721,8.6192
-22.6472,9.4661,21.6139,8.808
-22.5705,9.589,21.6246,8.8822
-22.5124,9.6564,21.626,9.0412
-22.5112,9.9047,21.6195,9.1098
-23.5637,10.1577,21.5404,7.8144
-23.9275,9.1896,21.4256,6.5673
-24.1109,8.7307,21.4345,5.8764
-24.2773,8.3444,21.452,5.4709
-24.3145,8.0601,21.5047,5.2047
-24.3474,7.8336,21.4759,4.9593
-24.3105,7.6903,21.5344,4.8836
-24.3826,7.6326,21.4894,4.8219
-24.4402,7.4361,21.4454,4.6851
-24.5163,7.261,21.453,4.5277
-24.4265,7.2307,21.4375,4.5297
-24.2524,7.1956,21.3542,4.5266
-24.4159,7.0855,21.3682,4.5077
-24.2871,7.073,21.3595,4.4886
-24.3978,6.959,21.3548,4.3905
-24.3588,6.9431,21.4181,4.4064
-24.5595,6.9539,21.4029,4.4535
-24.2801,6.9682,21.4943,4.484
-24.4596,6.8428,21.4195,4.4386
-24.4748,6.7883,21.3409,4.3913
-23.9642,6.2964,21.4002,4.9281
-23.2331,7.2073,21.5119,6.683
-22.954,7.6655,21.5087,7.2862
-22.7725,8.0331,21.52,7.7187
-22.5746,8.3562,21.5379,8.0256
-22.474,8.6085,21.5696,8.2953
-22.4688,8.8437,21.5855,8.5114
-22.418,9.1312,21.6206,8.7009
-22.28,9.177,21.5479,8.7813
-22.3136,9.3461,21.5683,8.885
-23.2918,10.1466,21.5175,8.1309
-23.6806,9.1005,21.4594,6.6356
-23.9461,8.6073,21.3788,5.9526
-24.0753,8.1046,21.3734,5.4279
-24.0962,7.8259,21.3898,5.1064
-24.2276,7.5588,21.3998,4.8765
-24.1923,7.4296,21.4261,4.7757
-24.2147,7.3325,21.4617,4.7155
-24.3195,7.2564,21.4257,4.6211
-24.3206,7.1165,21.4055,4.5724
-24.3884,7.0155,21.3808,4.4624
-24.396,6.892,21.3579,4.3743
-24.4649,6.8323,21.2969,4.3506
-24.4529,6.7692,21.3319,4.2834
-24.4249,6.6895,21.3537,4.2475
-24.4433,6.6086,21.3063,4.2162
-24.4634,6.5742,21.3785,4.2211
-24.4783,6.5648,21.3697,4.2097
-24.5606,6.5442,21.4383,4.2204
-24.4053,6.4494,21.4035,4.2366
-24.1794,6.4787,21.3693,4.25
-23.3519,6.9676,21.4814,6.2893
-23.0344,7.4828,21.4386,6.9554
-22.7054,7.7497,21.4749,7.3795
-22.6996,8.101,21.5177,7.707
-22.6637,8.3483,21.488,7.9548
-22.5421,8.6473,21.5359,8.1769
-22.4732,8.8968,21.552,8.3841
-22.2778,8.9952,21.5928,8.5836
-22.4056,9.2667,21.6024,8.7093
-23.1668,10.1109,21.5725,8.7577
-23.836,8.9245,21.4711,6.6211
-24.0728,8.3601,21.3903,5.8898
-24.2749,7.9574,21.3852,5.4219
-24.3568,8.6161,21.3272,6.1612
-24.3325,7.2517,21.311,4.875
-24.4386,7.2206,21.3063,4.7773
-24.3045,7.1234,21.348,4.7509
-24.4544,6.9848,21.3355,4.6766
-24.4657,6.8819,21.4164,4.5659
-24.4229,6.8064,21.4484,4.558
-24.5219,6.7773,21.3329,4.5451
-24.5698,6.6032,21.3328,4.4031
-24.6179,6.4959,21.3224,4.3222
-24.6048,6.4512,21.2197,4.3002
-24.4981,6.3425,21.2861,4.2584
-24.633,6.2268,21.296,4.1893
-24.4388,6.1607,21.2967,4.1291
-24.5615,6.158,21.2977,4.1124
-24.5249,6.138,21.3772,4.138
-24.5441,6.2275,21.4157,4.2027
-23.5283,7.0451,21.4672,6.482
-23.1067,7.5705,21.4008,7.1877
-23.0035,7.9236,21.397,7.5522
-22.7717,8.1349,21.3473,7.7939
-22.485,8.5622,21.4347,8.2678
-22.669,8.7966,21.4995,8.4897
-22.514,9.1146,21.5264,8.5087
-22.4857,9.1739,21.5295,8.5943
-22.4766,9.3194,21.5992,8.8934
-22.2747,9.4397,21.606,9.0863
-23.8639,9.1044,21.5246,6.9246
-24.1436,8.4486,21.3621,6.0846
-24.2212,7.8852,21.4222,5.4209
-24.4135,7.6991,21.3413,5.197
-24.4317,7.333,21.3333,4.9202
-24.4153,7.0315,21.3531,4.6825
-24.4787,6.8277,21.2486,4.4785
-24.5697,6.8901,21.3054,4.5847
-24.5838,6.8628,21.3798,4.5987
-24.6223,6.72,21.3859,4.4955
-24.599,6.5916,21.4003,4.4064
-24.6122,6.5666,21.428,4.4035
-24.688,6.6553,21.3976,4.5196
-24.7194,6.4228,21.3643,4.384
-24.5751,6.2582,21.3004,4.2314
-24.6618,6.1531,21.2422,4.1824
-24.6371,6.2363,21.2229,4.3382
-24.6872,6.1259,21.3054,4.2548
-24.5744,5.9318,21.2483,4.1163
-24.7782,5.9856,21.3251,4.2288
-23.5641,7.0784,21.4406,6.1338
-23.2804,7.4857,21.6066,6.8997
-23.0884,7.7144,21.5488,7.2976
-22.9644,8.1954,21.5482,7.9261
-22.8476,8.3332,21.5355,8.0787
-22.7139,8.6088,21.4699,8.137
-22.5624,8.7438,21.4969,8.2912
-22.4014,9.1679,21.5025,8.5678
-22.3874,9.2009,21.5063,8.5983
-22.2702,9.2069,21.4841,8.5127
-22.2252,9.326,21.4643,8.8202
-22.3213,9.5208,21.4797,8.7736
-22.2885,9.4828,21.5476,8.6636
-22.3372,9.4954,21.6101,8.6881
-22.2612,9.7772,21.6062,8.9229
-22.1021,9.7468,21.5872,8.8035
-22.2162,9.7133,21.6438,8.6446
-22.3309,9.7162,21.6657,8.7987
-22.2149,9.8178,21.5373,8.8505
-22.186,9.7562,21.4738,8.6387
-22.1862,9.8345,21.5256,8.6445
-22.1861,9.8735,21.5051,8.8075
-22.1198,9.841,21.5564,8.6181
-22.1295,9.7168,21.5401,8.4919
-23.4769,9.9943,21.5202,7.2605
-23.8069,9.3214,21.5017,6.5326
-23.9284,8.7422,21.5336,6.1169
-23.9341,8.3101,21.4635,5.8291
-24.053,8.1488,21.4978,5.7983
-24.1541,7.7892,21.453,5.6153
-23.8385,7.4022,21.3777,5.3847
-24.0923,7.1906,21.2731,5.2126
-24.0429,7.1705,21.3105,5.3613
-24.1874,6.9856,21.2965,5.2051
-24.1556,6.7206,21.2532,5.048
-24.0144,6.7819,21.2985,5.1005
-24.0949,6.816,21.366,5.2584
-24.1303,6.7509,21.3611,5.1929
-24.2491,6.6153,21.4405,5.097
-24.0198,6.7241,21.4599,5.2827
-24.0933,6.692,21.412,5.2454
-24.1666,6.5003,21.4153,5.0921
-24.309,6.5533,21.313,5.1774
-24.1584,6.4555,21.2365,5.1234
-23.3133,7.6168,21.3252,6.1661
-22.9292,6.7109,21.4021,7.0828
-22.7019,7.1563,21.4398,7.7207
-22.4535,7.3552,21.4333,7.8048
-22.4109,7.541,21.4884,8.0173
-22.3473,7.9901,21.4858,8.4104
-22.2388,8.0703,21.6047,8.4129
-22.3059,8.2606,21.5334,8.56
-22.3022,8.5397,21.5455,8.9226
-22.2581,8.6613,21.5701,8.8403
-23.5552,9.0956,21.4909,7.6406
-23.9529,8.5122,21.4011,6.8409
-24.1246,8.0262,21.3186,6.3417
-24.2077,7.5069,21.3467,5.9481
-24.1458,7.4378,21.2745,6.0467
-24.3205,7.0435,21.2629,5.6844
-24.2447,6.8011,21.3103,5.4567
-24.3214,6.854,21.3701,5.6422
-24.311,6.6452,21.4251,5.4479
-24.3986,6.4358,21.3922,5.2958
-24.488,6.6346,21.4497,5.5522
-24.3997,6.43,21.3954,5.3962
-24.3633,6.2653,21.4187,5.2506
-24.5123,6.4737,21.276,5.5786
-24.4818,6.2562,21.324,5.3705
-24.589,6.0223,21.2826,5.1981
-24.4659,6.081,21.2632,5.2893
-24.5349,6.0597,21.2726,5.3556
-24.5089,5.9077,21.2648,5.2271
-24.6477,5.9141,21.309,5.3249
-23.8703,5.1988,21.3654,6.3545
-23.2944,6.3395,21.4587,7.4215
-23.168,6.519,21.5202,7.9977
-23.0315,6.9457,21.5717,8.4025
-22.9349,7.0544,21.5536,8.4937
-22.7963,7.3935,21.4447,8.8958
-22.5484,7.6105,21.3636,8.9168
-22.7004,7.6399,21.4275,8.8562
-22.6538,7.9916,21.4344,9.2012
-22.612,8.1566,21.37,9.2447
-23.6468,8.5318,21.3744,7.9651
-24.0952,8.0935,21.4307,7.3115
-24.33,7.6118,21.4511,6.8824
-24.4784,7.1417,21.4289,6.4409
-24.447,6.9989,21.3851,6.486
-24.3857,6.6977,21.3476,6.1941
-24.5332,6.4218,21.3752,5.9611
-24.4949,6.2849,21.2881,5.9893
-24.522,6.1892,21.2667,5.8943
-24.5841,5.9565,21.2689,5.6686
-24.629,6.0651,21.2689,5.7776
-24.5518,5.9219,21.1563,5.7471
-24.5381,5.7594,21.1948,5.6109
-24.3467,5.7046,21.2295,5.674
-24.4808,5.8409,21.2481,5.8483
-24.691,5.6744,21.3052,5.7078
-24.6493,5.5912,21.3564,5.6999
-24.5361,5.7558,21.3251,5.9818
-24.5618,5.5935,21.3104,5.7748
-24.3514,5.4672,21.3581,5.7216
-23.9504,4.937,21.3562,6.5169
-23.4173,5.6055,21.34,7.5995
-22.9296,5.8265,21.3603,8.0882
-22.7847,6.1896,21.39,8.7217
-22.7573,6.3804,21.3528,8.8016
-22.5319,6.5902,21.4443,8.9102
-22.6134,6.8582,21.4338,9.3935
-22.475,7.0138,21.4988,9.3867
-22.4935,7.1644,21.5625,9.4787
-22.271,7.41,21.5611,9.7896
-22.4403,7.5677,21.564,9.7575
-22.422,7.5991,21.5782,9.6939
-22.445,7.7859,21.3784,10.0654
-22.3957,7.8268,21.4204,9.8883
-22.262,7.7894,21.4069,9.7605
-22.0565,8.0663,21.3779,10.2581
-22.1516,7.9684,21.4397,9.9692
-22.0612,8.0034,21.4053,10.0504
-22.0937,8.0526,21.4778,10.0858
-22.2006,8.0782,21.5078,10.2022
-23.3599,9.1651,21.4784,9.6517
-23.8574,8.176,21.4513,8.0717
-23.967,7.8599,21.3972,7.7994
-24.2308,7.3376,21.3898,7.1399
-24.3766,6.8023,21.3503,6.7111
-24.3546,6.6975,21.3304,6.6779
-24.4197,6.339,21.2416,6.3393
-24.4094,6.0105,21.2306,6.0654
-24.4265,6.2551,21.2365,6.4172
-24.3935,5.8879,21.1688,6.0141
-24.457,5.8143,21.2517,6.0731
-24.4582,5.729,21.3273,5.9973
-24.4714,5.7704,21.2751,6.1353
-24.3314,5.6436,21.2844,6.0214
-24.4597,5.5521,21.3006,5.8677
-24.4641,5.7968,21.275,6.2653
-24.3558,5.5633,21.2039,5.9653
-24.2386,5.4579,21.2106,5.9031
-24.4303,5.439,21.1906,5.9847
-24.2438,5.3102,21.134,5.8631
-24.1096,5.1949,21.2346,5.855
-23.1354,5.493,21.2313,7.8885
-22.9529,5.8195,21.4159,8.3272
-22.712,5.9179,21.4159,8.6796
-22.5982,6.2656,21.458,9.1693
-22.5462,6.4099,21.4351,9.2973
-22.528,6.6394,21.5289,9.5397
-22.3898,6.7906,21.5273,9.5615
-22.2689,7.0553,21.37,9.9232
-22.3365,7.2852,21.3635,9.7962
-22.1596,7.3661,21.4226,9.6909
-22.2298,7.5991,21.3295,10.1595
-22.2195,7.5672,21.3427,9.9707
-22.2147,7.6139,21.3503,10.0192
-22.1459,7.7762,21.4237,10.1815
-22.1087,7.7928,21.4545,10.1247
-22.1317,7.8937,21.4769,10.3287
-22.0548,7.9992,21.5168,10.3565
-22.1537,7.9562,21.5172,10.2013
-22.1657,8.218,21.4578,10.68
-22.828,8.5861,21.3047,10.5726
-23.6976,8.0416,21.3031,8.2777
-23.9604,7.5043,21.2507,7.5398
-23.9652,7.114,21.2164,7.1454
-24.1041,6.7479,21.2602,6.7823
-24.1221,6.3524,21.1812,6.5039
-24.1677,6.3577,21.2307,6.6341
-24.2397,6.0967,21.3441,6.3322
-24.3284,5.9709,21.3055,6.297
-24.2824,6.0122,21.33,6.4628
-24.2603,5.7383,21.3212,6.2333
-24.3503,5.7656,21.3477,6.3042
-24.1193,5.6738,21.2353,6.2409
-24.2849,5.5231,21.086,6.1192
-24.2502,5.3758,21.1612,5.9745
-24.297,5.5549,21.1218,6.2532
-24.4689,5.3824,21.123,6.0474
-24.3419,5.1723,21.18,5.9714
-24.3827,5.4529,21.2166,6.2657
-24.3087,5.2705,21.3156,6.0729
-24.3915,5.2271,21.2843,6.0477
-23.334,5.5269,21.3725,7.822
-22.9801,5.6472,21.4124,8.3703
-22.8167,5.8982,21.387,8.7646
-22.6382,6.129,21.3289,8.9294
-22.6074,6.3372,21.2986,9.2663
-22.4214,6.5359,21.3,9.2926
-22.469,6.6737,21.3415,9.5163
-22.4188,7.0118,21.3049,9.7247
-22.2635,7.0103,21.3595,9.6507
-22.3565,7.1994,21.4229,10.015
-22.2927,7.3848,21.4118,9.9302
-22.2856,7.4729,21.4442,10.029
-22.3278,7.5382,21.3671,10.0614
-22.2189,7.6426,21.3739,10.1034
-22.1888,7.7813,21.3097,10.1846
-22.3025,7.7796,21.2417,10.0558
-22.1549,7.8939,21.332,10.493
-22.225,7.9201,21.2644,10.3152
-22.2741,7.8033,21.3621,10.1946
-22.2173,7.9967,21.3992,10.5696
-23.6937,7.961,21.3506,8.392
-23.883,7.3807,21.3625,7.4896
-24.1523,7.128,21.2403,7.235
-24.244,6.573,21.1922,6.6687
-24.242,6.1271,21.1369,6.2826
-24.2589,6.0661,21.0735,6.4266
-24.2479,5.7678,21.0699,6.1696
-24.3379,5.5237,21.1075,5.9927
-24.2417,5.6081,21.2403,6.1621
-24.2675,5.4802,21.2454,6.0599
-24.3782,5.301,21.2849,5.9338
-24.3416,5.4801,21.2239,6.2453
-24.4987,5.267,21.1766,5.993
-24.3487,5.2187,21.2304,5.9861
-24.4281,5.062,21.147,5.8726
-24.2518,5.0852,21.0873,5.9791
-24.2512,5.0087,21.0535,5.8716
-24.1767,4.8983,21.1632,5.7992
-24.3593,5.0103,21.0712,5.9964
-24.0903,4.9498,21.2077,5.8863
-23.4275,5.5932,21.3094,7.4132
-22.9557,5.3351,21.3849,8.2317
-22.8793,5.6399,21.3456,8.5622
-22.7633,5.8089,21.325,8.8931
-22.5341,6.0198,21.3071,9.128
-22.4345,6.1225,21.2717,9.12
-22.3494,6.4967,21.2061,9.5994
-22.4399,6.5742,21.302,9.4844
-22.3911,6.6681,21.2927,9.6645
-22.3499,6.7981,21.3669,9.7145
-22.3062,7.0168,21.3431,9.9073
-22.1672,7.1095,21.3974,9.9107
-22.1476,7.2293,21.4243,10.0271
-22.1955,7.4175,21.3944,10.0927
-22.2868,7.3498,21.2573,10.0229
-22.2615,7.5638,21.3185,10.1923
-22.169,7.5774,21.3263,10.2756
-22.1282,7.5716,21.2937,10.0873
-22.1254,7.7322,21.2697,10.5846
-22.0949,7.7267,21.2686,10.1565
-23.2323,8.1449,21.2451,8.758
-23.6138,7.4733,21.2786,7.6863
-23.8906,6.9708,21.3002,7.0936
-23.7434,6.6872,21.3499,6.8981
-23.8459,6.3145,21.1823,6.6058
-23.8508,5.8834,21.1127,6.2366
-23.9702,5.919,21.1219,6.4675
-24.1409,5.6002,21.0753,6.219
-23.9589,5.3166,21.1403,6.0269
-23.991,5.5494,21.054,6.377
-23.9311,5.2659,21.0991,6.0891
-24.1763,5.3622,21.1359,6.1815
-23.9914,5.1088,21.188,6.0091
-23.9701,5.1835,21.228,6.1029
-24.1965,5.1758,21.1422,6.0894
-23.9643,5.011,21.1227,5.9379
-24.1557,5.0147,21.1202,6.0929
-23.959,4.9331,21.0743,5.9987
-24.1475,4.7739,21.1238,5.8542
-24.1007,4.9756,21.1697,6.1078
-23.2699,4.1358,21.1707,7.1785
-22.8718,5.0768,21.2762,7.9764
-22.704,5.533,21.2924,8.7761
-22.5173,5.7178,21.324,8.7476
-22.2791,6.023,21.3994,9.1561
-22.2756,6.1318,21.2856,9.2209
-22.2519,6.2437,21.263,9.2469
-22.2118,6.5789,21.2862,9.7393
-22.1054,6.619,21.2447,9.5374
-22.1326,6.8663,21.3556,9.7323
-21.9701,6.8856,21.3351,9.7947
-21.9751,7.0141,21.321,9.9795
-22.0308,7.1301,21.373,9.8936
-22.0293,7.2084,21.4033,10.274
-22.0564,7.3282,21.3825,10.0643
-22.0966,7.3556,21.2909,10.1518
-22.0152,7.4449,21.3827,10.1493
-21.9055,7.39,21.3553,10.0064
-21.9179,7.5167,21.2662,10.4577
-21.8856,7.5714,21.2645,10.2027
-23.2399,8.2062,21.3104,8.8309
-23.4265,7.5764,21.2919,7.8032
-23.7013,7.1077,21.2574,7.2176
-23.9804,6.7121,21.3312,6.8687
-23.9675,6.4515,21.2822,6.6487
-24.1013,6.023,21.2906,6.318
-24.1432,6.0384,21.2951,6.5334
-24.0339,5.6976,21.1777,6.2299
-24.2078,5.4498,21.1972,6.0263
-24.1684,5.6164,21.1515,6.3058
-24.004,5.3198,21.1441,6.0536
-24.2686,5.1395,21.1103,5.9073
-24.1557,5.2405,21.211,6.1691
-24.1446,5.1333,21.1712,5.9817
-24.2248,4.9474,21.205,5.9095
-24.2803,5.1626,21.2214,6.1618
-24.248,5.0158,21.2345,6.0117
-24.3777,4.921,21.2607,5.9219
-24.3602,4.9656,21.1796,6.0505
-24.3494,4.7885,21.2201,5.9017
-23.7256,3.9228,21.2296,6.5595
-23.1403,5.1994,21.2235,8.0968
-22.7982,5.4188,21.2654,8.3856
-22.5265,5.6476,21.391,8.7077
-22.3942,6.028,21.3488,9.1125
-22.2971,6.0972,21.3718,9.2058
-22.3306,6.4498,21.4836,9.4232
-22.3021,6.5502,21.4831,9.4523
-22.1479,6.7403,21.516,9.791
-22.2703,6.9337,21.3493,9.7043
-22.03,7.0387,21.4331,9.7882
-22.0675,7.1469,21.3971,9.9632
-22.1398,7.3229,21.3942,9.9865
-22.1588,7.2705,21.3885,9.9607
-22.0623,7.4981,21.4598,10.3025
-21.9544,7.487,21.4226,10.1642
-21.9772,7.467,21.5177,10.1842
-21.8682,7.6655,21.5475,10.4428
-21.8825,7.6465,21.567,10.2693
-21.9407,7.6738,21.6111,10.4094
-23.1483,8.4706,21.3391,9.5264
-23.6155,7.5865,21.3263,7.9176
-23.7577,7.2756,21.3772,7.4104
-23.9324,6.8861,21.2013,7.0221
-23.901,6.4218,21.2744,6.6792
-23.9053,6.1063,21.3392,6.4806
-23.9017,6.0373,21.2247,6.5875
-23.9717,5.7091,21.2849,6.3011
-24.0867,5.6431,21.4437,6.3423
-24.0746,5.6881,21.3439,6.3826
-24.0414,5.4871,21.4161,6.2649
-24.1228,5.3064,21.3893,6.1177
-24.1319,5.4548,21.4256,6.323
-23.9329,5.2245,21.3537,6.1349
-24.0568,5.0401,21.3947,5.9431
-24.096,5.3743,21.2586,6.4248
-24.0552,5.0622,21.3416,6.0394
-24.1495,5.0307,21.3542,6.0701
-24.1222,4.9649,21.4363,6.0246
-24.1794,5.1024,21.4722,6.2563
-23.8042,4.9299,21.5047,6.2355
-22.9534,5.1748,21.6109,7.8474
-22.6453,5.7079,21.5067,8.7299
-22.4294,5.8369,21.4817,8.85
-22.3724,5.9482,21.5415,8.9147
-22.2031,6.2765,21.5297,9.4732
-22.2304,6.5093,21.5566,9.3736
-22.0806,6.5122,21.4775,9.3414
-22.004,6.8325,21.5609,9.905
-22.1005,6.9859,21.5482,9.7033
-22.0014,7.0828,21.6124,9.7725
-21.914,7.2662,21.7119,10.0168
-21.9773,7.4455,21.7029,10.1229
-21.931,7.5363,21.7303,9.9282
-21.9402,7.5927,21.6797,10.2597
-21.9861,7.7262,21.5483,10.1643
-21.945,7.7373,21.5165,9.9401
-21.8691,7.8108,21.5755,10.4145
-21.92,7.8457,21.5111,10.1054
-21.867,7.881,21.4993,10.1518
-22.5735,8.5877,21.4533,10.3078
-23.4571,8.2332,21.4898,8.105
-23.5377,7.7168,21.5239,7.3128
-23.666,7.2319,21.4844,6.7357
-23.8417,7.1788,21.4264,6.8822
-23.9083,6.7686,21.465,6.4375
-23.9364,6.4699,21.4494,6.2311
-23.8755,6.3751,21.3942,6.2372
-23.8332,6.2687,21.3932,6.2681
-23.9008,6.0891,21.4487,6.0788
-24.0124,5.9927,21.43,6.0119
-24.0584,6.1188,21.3959,6.2293
-23.9949,5.9289,21.4237,6.0619
-23.8685,5.8019,21.5134,5.9271
-23.9838,6.0996,21.4722,6.384
-23.7944,5.9253,21.5033,6.2181
-23.9047,5.8025,21.5172,6.082
-23.9256,5.898,21.5591,6.2133
-24.0169,5.8954,21.4861,6.2853
-23.7689,5.7175,21.4048,6.0498
-23.9624,5.6125,21.4197,6.0061
-22.9114,6.1576,21.5576,7.9016
-22.5202,6.3557,21.5747,8.3241
-22.4293,6.5793,21.5572,8.7495
-22.2247,7.1291,21.5952,9.1281
-22.1463,7.0987,21.6889,9.2449
-21.9588,7.3531,21.7502,9.3721
-21.9428,7.461,21.7651,9.6073
-21.9819,7.6323,21.8243,9.7404
-21.8322,7.7508,21.809,9.683
-21.757,8.0737,21.7109,10.1443
-21.9697,8.0306,21.7043,9.9305
-21.8181,8.194,21.7007,9.9123
-21.914,8.3584,21.7245,10.1172
-21.8994,8.517,21.6519,10.0037
-22,8.5023,21.6767,9.8886
-21.7873,8.9033,21.6669,10.28
-21.8723,8.8603,21.7978,10.1435
-21.7127,8.8923,21.7889,10.1175
-21.8462,8.9584,21.8067,10.3537
-21.8015,9.0605,21.8102,10.3096
-21.7636,9.0059,21.8159,10.1595
-21.7855,9.1669,21.7555,10.5548
-21.7943,9.158,21.6737,10.3442
-21.7819,9.1624,21.7124,10.2625
-23.247,9.2417,21.5902,8.551
-23.489,8.6467,21.5532,7.6214
-23.4991,8.077,21.558,6.9284
-23.4699,7.8489,21.5466,6.75
-23.5641,7.6508,21.5318,6.6731
-23.6144,7.3613,21.5958,6.5006
-23.7998,6.9039,21.6553,6.1283
-23.9105,7.0763,21.6213,6.4833
-24.0373,6.7882,21.6155,6.2187
-23.8339,6.5747,21.6489,6.0499
-23.9982,6.5958,21.5883,6.0975
-23.9322,6.4808,21.5655,6.0914
-24.0175,6.3087,21.5571,5.8814
-24.1653,6.2518,21.5014,5.9443
-24.0174,6.2722,21.4342,6.0105
-24.184,6.1401,21.4975,5.8466
-24.1634,6.0142,21.5055,5.784
-23.9466,6.2116,21.5125,6.0657
-24.1453,6.0499,21.5806,5.8925
-23.9881,5.9931,21.5829,5.8016
-22.9414,7.1471,21.8275,7.6263
-22.8732,7.1551,21.8394,8.3621
-22.5247,7.3703,21.8553,8.632
-22.4821,7.8011,21.7697,9.189
-22.3579,7.8634,21.7265,9.2205
-22.3439,7.9549,21.7472,9.2935
-22.1992,8.1972,21.7683,9.6088
-22.2654,8.3722,21.7123,9.6275
-22.1903,8.3763,21.6988,9.5173
-22.1692,8.73,21.7249,10.0813
-23.2351,8.3938,21.5975,8.2081
-23.5862,7.9105,21.7698,7.4189
-23.8654,7.4314,21.715,6.8525
-23.5973,7.3131,21.7196,6.7661
-23.8901,6.9751,21.75,6.5865
-23.8767,6.6341,21.7543,6.3192
-23.8289,6.7624,21.6519,6.6246
-24.1191,6.441,21.5864,6.3729
-23.9559,6.1428,21.6,6.1625
-23.9916,6.1394,21.5498,6.2489
-23.9698,6.1036,21.5561,6.2904
-24.092,5.9026,21.5961,6.1046
-23.9817,5.7659,21.5573,5.9723
-23.9444,6.0409,21.4793,6.3578
-24.0659,5.7879,21.5596,6.1465
-23.9189,5.6964,21.5794,6.0797
-23.8674,5.865,21.6521,6.3075
-24.0366,5.8179,21.6355,6.3132
-23.8625,5.6186,21.6401,6.1498
-24.0495,5.7525,21.6874,6.3653
-23.3317,5.8686,21.6866,7.384
-22.8533,6.8237,21.6632,8.3133
-22.3358,7.0208,21.6975,8.6536
-22.3729,7.2146,21.7237,9.0185
-22.3403,7.5168,21.712,9.294
-22.1639,7.5977,21.7341,9.2394
-21.9956,7.8684,21.6902,9.6419
-21.9948,8.0727,21.6634,9.6925
-21.9813,8.1323,21.7407,9.6006
-22.0374,8.3883,21.6998,10.094
-22.9973,8.288,21.6466,8.6619
-23.6224,7.707,21.7039,7.7084
-23.7932,7.2385,21.794,7.1413
-23.7017,7.1655,21.7045,7.1366
-23.7777,6.7026,21.6855,6.7732
-23.7241,6.309,21.6053,6.4947
-23.7244,6.3299,21.6118,6.7187
-23.7626,6.0319,21.5736,6.4371
-23.9044,5.7838,21.4696,6.2244
-24.0349,5.9781,21.5024,6.5824
-24.0326,5.7105,21.5038,6.3571
-23.8101,5.5144,21.4741,6.1486
-23.8126,5.7206,21.4619,6.4234
-23.6612,5.5194,21.4063,6.2645
-23.7602,5.3774,21.4538,6.2023
-23.7196,5.4852,21.4715,6.3522
-23.9554,5.522,21.5578,6.3751
-23.7074,5.3235,21.6013,6.2098
-23.9804,5.5385,21.6087,6.4569
-24.0294,5.5197,21.6515,6.4814
-23.3227,4.6633,21.8459,7.0887
-22.7091,6.6966,21.9051,8.4556
-22.5,6.9532,21.7627,8.6937
-22.4222,7.2384,21.7625,9.0951
-22.1463,7.4537,21.7742,9.2426
-22.0485,7.6207,21.7929,9.3579
-21.8982,7.9421,21.8317,9.717
-21.9635,7.9971,21.8067,9.629
-21.8983,8.188,21.783,9.9427
-21.7739,8.3028,21.6802,9.8896
-22.938,8.28,21.6428,8.9703
-23.2569,7.5754,21.6135,7.8516
-23.5564,7.0379,21.6006,7.1627
-23.6821,6.8913,21.5975,7.1206
-23.7178,6.4996,21.5528,6.7658
-23.7042,6.1029,21.6093,6.4699
-23.7746,6.2049,21.5836,6.7612
-23.7171,5.9253,21.6358,6.5506
-23.6001,5.7709,21.6794,6.4125
-23.6438,6.0252,21.6467,6.8208
-23.8026,5.815,21.709,6.6165
-23.956,5.6303,21.7213,6.4944
-23.7702,5.8108,21.6613,6.7852
-23.7512,5.6101,21.5816,6.5676
-23.7078,5.4057,21.5975,6.3933
-23.665,5.4576,21.5667,6.5607
-23.9375,5.4041,21.5041,6.4338
-23.8626,5.3027,21.5616,6.3372
-23.7721,5.3346,21.5762,6.4419
-23.912,5.2994,21.5703,6.4605
-23.2858,4.581,21.7375,6.6884
-22.5866,6.5418,21.8005,8.2709
-22.3153,6.9517,21.7757,8.6329
-21.9412,7.1938,21.834,8.9647
-22.0345,7.5328,21.8608,9.2673
-21.8689,7.7203,22.0413,9.5173
-21.5805,8.0166,22.0361,9.7665
-21.5362,8.0931,22.1258,9.8292
-21.4484,8.3979,22.0735,10.171
-21.6728,8.3762,22.051,10.0562
-22.5434,8.7707,21.9064,9.8304
-22.8706,7.8584,21.7071,8.264
-23.2986,7.4832,21.7893,7.7511
-23.4331,7.0297,21.7604,7.2643
-23.463,6.749,21.7775,7.0161
-23.378,6.614,21.7307,7.0963
-23.3921,6.2822,21.7408,6.7842
-23.3646,6.0547,21.7269,6.6883
-23.4737,6.1717,21.7493,6.9417
-23.5008,5.9708,21.6921,6.7471
